project,repo_name,month,outcome,author_association,author_pseud,size_lines,files_touched,review_count,hours_to_first_review,hours_to_merge
pytorch,executorch,2026-06-01,merged,MEMBER,aeabdc817,463,49,4,0,311
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a45d990de,428,5,1,141,152
pytorch,executorch,2026-06-01,merged,MEMBER,aeabdc817,991,72,2,0,477
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a38d1b916,949,15,2,93,116
pytorch,executorch,2026-06-01,open,NONE,a4d050687,45,2,0,,
pytorch,executorch,2026-06-01,merged,COLLABORATOR,abb677e08,1585,15,2,9,11
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a94cbb390,21,1,3,0,37
pytorch,executorch,2026-06-01,open,CONTRIBUTOR,aeac7bc7f,45,11,0,,
pytorch,executorch,2026-06-01,merged,COLLABORATOR,a550e14b3,551,4,1,0,1
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a8207af66,14,2,1,8,25
pytorch,executorch,2026-06-01,closed,CONTRIBUTOR,a3756e190,36,3,1,0,
pytorch,executorch,2026-06-01,merged,COLLABORATOR,a3640c268,41,3,1,308,308
pytorch,executorch,2026-06-01,merged,COLLABORATOR,a5018500e,499,25,1,3,51
pytorch,executorch,2026-06-01,open,CONTRIBUTOR,ad5417e63,2998,93,0,,
pytorch,executorch,2026-06-01,closed,NONE,a60b85fe4,380,14,0,,
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,adc0950e0,415,1,2,19,295
pytorch,executorch,2026-06-01,merged,COLLABORATOR,abb677e08,190,6,0,,0
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,ad5417e63,201,2,1,15,15
pytorch,executorch,2026-06-01,merged,COLLABORATOR,abf543145,121,3,1,1,1
pytorch,executorch,2026-06-01,open,COLLABORATOR,af78c7892,506,10,7,0,
pytorch,executorch,2026-06-01,merged,COLLABORATOR,abb677e08,1137,20,0,,10
pytorch,executorch,2026-06-01,merged,COLLABORATOR,a1a65264d,37,2,1,1,3
pytorch,executorch,2026-06-01,merged,COLLABORATOR,aee29be93,535,12,1,0,69
pytorch,executorch,2026-06-01,merged,COLLABORATOR,a7a0d0497,858,14,9,63,139
pytorch,executorch,2026-06-01,open,NONE,aed574800,1,1,2,0,
pytorch,executorch,2026-06-01,merged,NONE,,104,1,1,100,145
pytorch,executorch,2026-06-01,merged,NONE,,11,2,1,46,47
pytorch,executorch,2026-06-01,open,CONTRIBUTOR,a1d8e3118,150,1,0,,
pytorch,executorch,2026-06-01,closed,CONTRIBUTOR,a983b6cd1,2,1,1,0,
pytorch,executorch,2026-06-01,closed,CONTRIBUTOR,a983b6cd1,2,1,1,0,
pytorch,executorch,2026-06-01,merged,NONE,,32,3,1,0,1
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a3ca238ff,123,4,5,0,13
pytorch,executorch,2026-06-01,merged,CONTRIBUTOR,a38d1b916,91,4,2,0,1
pytorch,executorch,2026-06-01,closed,CONTRIBUTOR,a983b6cd1,2,1,0,,
pytorch,executorch,2026-06-01,merged,NONE,,4,1,1,48,92
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a38d1b916,152,3,1,0,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a550e14b3,1239,11,3,160,285
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a252ddcd1,2,1,1,0,7
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a252ddcd1,652,32,1,0,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,327,5,1,1,1
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a619ab9b4,2,1,1,116,116
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a3ca238ff,115,4,3,0,5
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a47f5b60b,371,7,2,99,139
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a8898cdaa,113,2,1,7,9
pytorch,executorch,2026-07-01,closed,CONTRIBUTOR,a983b6cd1,2,1,0,,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,3773,36,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,3750,36,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,3434,33,0,,0
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,633,6,1,92,116
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,ad5417e63,3342,14,15,36,61
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a0c07a800,37,7,1,0,3
pytorch,executorch,2026-07-01,closed,CONTRIBUTOR,aebcde09a,1069,13,0,,
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a252ddcd1,7,2,1,0,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a550e14b3,175,2,1,17,19
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a9f7a588a,830,4,9,139,546
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a609919a3,844,26,1,309,329
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,29,2,1,15,18
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a3ca238ff,36,2,6,0,3
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,1866,29,0,,0
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,440,4,1,294,309
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,126,2,1,294,309
pytorch,executorch,2026-07-01,closed,CONTRIBUTOR,aebcde09a,206,4,1,294,
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,acb4c9232,8,4,1,47,49
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a7be41a7a,128,2,2,2,14
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a38d1b916,82,3,1,1,3
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,410,4,1,42,163
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,127,1,1,42,163
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,197,3,1,141,163
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,170,3,1,144,163
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a252ddcd1,2660,9,1,45,73
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a38d1b916,194,18,1,0,4
pytorch,executorch,2026-07-01,merged,NONE,a6a0fcf6b,5,1,2,100,678
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,91,2,1,146,161
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,148,2,1,146,161
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aeac7bc7f,4,1,1,14,87
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,232,1,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,ab2e6866c,461,3,1,67,73
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a0c07a800,30,1,1,93,93
pytorch,executorch,2026-07-01,open,CONTRIBUTOR,a252ddcd1,514,5,1,58,
pytorch,executorch,2026-07-01,open,CONTRIBUTOR,aeac7bc7f,196,36,0,,
pytorch,executorch,2026-07-01,closed,COLLABORATOR,ad655184d,176,9,0,,
pytorch,executorch,2026-07-01,closed,CONTRIBUTOR,a945faa98,247,24,3,0,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a550e14b3,285,6,1,5,6
pytorch,executorch,2026-07-01,merged,MEMBER,aeabdc817,1328,9,4,0,31
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,12279,121,2,1,2
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,9301,93,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,8417,85,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,5707,57,0,,0
pytorch,executorch,2026-07-01,closed,COLLABORATOR,abb677e08,1799,21,0,,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,6404,72,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,6195,71,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,5764,67,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,4727,56,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,3948,45,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,2511,30,0,,1
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a1496eafe,432,5,10,125,313
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,18452,213,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,17748,205,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,17431,203,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,13829,174,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,12844,162,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,12097,156,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,11805,154,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,11282,150,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,10803,147,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,10155,143,0,,1
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,8715,128,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,6707,99,0,,0
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,213,2,3,0,117
pytorch,executorch,2026-07-01,closed,COLLABORATOR,aeb3ffc19,189,1,0,,
pytorch,executorch,2026-07-01,open,COLLABORATOR,a9f7a588a,1570,7,0,,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,a117cd539,2560,16,2,19,47
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a7be41a7a,565,46,2,0,178
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,362,6,1,27,47
pytorch,executorch,2026-07-01,merged,MEMBER,aeabdc817,2,1,2,0,21
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a1d8e3118,122,22,1,0,0
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a80a5ad15,11,2,1,2,3
pytorch,executorch,2026-07-01,merged,COLLABORATOR,aeb3ffc19,3,1,1,3,3
pytorch,executorch,2026-07-01,open,CONTRIBUTOR,ad5417e63,713,3,0,,
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a8898cdaa,11,1,1,0,152
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,148,3,0,,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,101,2,0,,0
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,ad5417e63,827,3,1,8,27
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a7be41a7a,4,1,1,11,13
pytorch,executorch,2026-07-01,open,COLLABORATOR,a3640c268,593,7,2,0,
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a77c2f54c,174,6,2,13,20
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a0c07a800,157,5,1,6,13
pytorch,executorch,2026-07-01,open,NONE,ad8b795d8,396,2,0,,
pytorch,executorch,2026-07-01,merged,MEMBER,aeabdc817,2,2,3,0,23
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a263d6893,550,9,24,0,25
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,338,10,1,0,0
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,1253,11,1,0,0
pytorch,executorch,2026-07-01,open,CONTRIBUTOR,a619ab9b4,2,1,0,,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,1040,8,1,1,2
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a4e283c3a,1095,7,1,183,236
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,a4e283c3a,143,4,1,183,236
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,1255,16,1,16,397
pytorch,executorch,2026-07-01,open,COLLABORATOR,a3048e07e,998,12,17,122,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abf543145,502,3,1,122,122
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,327,3,1,8,33
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,468,3,1,8,33
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,254,3,1,8,33
pytorch,executorch,2026-07-01,merged,CONTRIBUTOR,aebcde09a,275,3,1,8,33
pytorch,executorch,2026-07-01,closed,CONTRIBUTOR,aebcde09a,7389,77,1,0,
pytorch,executorch,2026-07-01,merged,COLLABORATOR,abb677e08,9728,102,1,1,1
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,acffb9732,4,1,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,a410519f4,5,1,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,a2180eb9f,36,4,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,ad89c6e6c,148,2,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,a2180eb9f,276,8,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,acffb9732,4,2,0,,
pytorch,FBGEMM,2023-08-01,closed,CONTRIBUTOR,a1fc816b3,402,4,0,,
pytorch,FBGEMM,2023-08-01,closed,NONE,afe162631,39,1,0,,
pytorch,FBGEMM,2023-08-01,open,NONE,aeabd29ca,4,1,0,,
pytorch,FBGEMM,2023-09-01,open,CONTRIBUTOR,acffb9732,170726,484,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,ac0bd2728,3,1,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,ac752ee55,46,1,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,aaad31f3d,51,2,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,ad89c6e6c,293,18,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,a2180eb9f,5,1,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,a5abe2163,26,3,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,ad89c6e6c,363,10,0,,
pytorch,FBGEMM,2023-09-01,closed,CONTRIBUTOR,a41e32aac,11,1,0,,
pytorch,FBGEMM,2023-10-01,closed,CONTRIBUTOR,a05ac052c,542,11,0,,
pytorch,FBGEMM,2023-10-01,closed,CONTRIBUTOR,afb62a5b9,430,3,0,,
pytorch,FBGEMM,2023-10-01,closed,NONE,afd028ac8,17,3,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,afb62a5b9,143,4,0,,
pytorch,FBGEMM,2023-11-01,closed,NONE,a2b7c8e4e,24,6,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,ad248a207,6,1,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,afb62a5b9,210,3,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,ad89c6e6c,37,7,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,ad89c6e6c,13,1,0,,
pytorch,FBGEMM,2023-11-01,closed,CONTRIBUTOR,aaad31f3d,3,1,0,,
pytorch,FBGEMM,2023-12-01,closed,CONTRIBUTOR,ad89c6e6c,1094,29,0,,
pytorch,FBGEMM,2023-12-01,closed,MEMBER,a5bfa44f7,273,28,1,1,
pytorch,FBGEMM,2023-12-01,closed,CONTRIBUTOR,afb62a5b9,56,4,0,,
pytorch,FBGEMM,2023-12-01,closed,CONTRIBUTOR,ad89c6e6c,47,5,0,,
pytorch,FBGEMM,2023-12-01,closed,CONTRIBUTOR,acffb9732,5,1,0,,
pytorch,FBGEMM,2024-01-01,closed,CONTRIBUTOR,ad89c6e6c,31,2,0,,
pytorch,FBGEMM,2024-01-01,open,CONTRIBUTOR,a63e53439,73,1,0,,
pytorch,FBGEMM,2024-01-01,closed,NONE,a88dad10d,35,1,0,,
pytorch,FBGEMM,2024-01-01,closed,CONTRIBUTOR,ad89c6e6c,47,5,0,,
pytorch,FBGEMM,2024-01-01,closed,NONE,abbef0895,8,1,0,,
pytorch,FBGEMM,2024-01-01,closed,NONE,abbef0895,12,2,0,,
pytorch,FBGEMM,2024-01-01,closed,CONTRIBUTOR,aca911d7e,26,1,0,,
pytorch,FBGEMM,2024-01-01,closed,CONTRIBUTOR,ad89c6e6c,578,9,0,,
pytorch,FBGEMM,2024-01-01,closed,CONTRIBUTOR,a3c210118,19,1,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,a37aaac61,143,3,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,ad89c6e6c,364,4,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,a2180eb9f,340,4,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,a05ac052c,510,1,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,a35f27e48,7,1,0,,
pytorch,FBGEMM,2024-02-01,closed,CONTRIBUTOR,a2180eb9f,124,3,0,,
pytorch,FBGEMM,2024-02-01,open,CONTRIBUTOR,a9968676a,98,14,0,,
pytorch,FBGEMM,2024-02-01,open,CONTRIBUTOR,a5cb2c494,1,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,ad89c6e6c,2,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,a37e25f4b,2,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,a2180eb9f,3,1,0,,
pytorch,FBGEMM,2024-03-01,open,CONTRIBUTOR,a9e100bc6,6,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,a2180eb9f,288,11,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,af36c674f,228,5,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,ad89c6e6c,1246,8,0,,
pytorch,FBGEMM,2024-03-01,open,CONTRIBUTOR,a0205f867,27,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,a0205f867,2,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,a2180eb9f,1305,7,0,,
pytorch,FBGEMM,2024-03-01,closed,NONE,a88dad10d,25,1,0,,
pytorch,FBGEMM,2024-03-01,closed,CONTRIBUTOR,ad89c6e6c,456,5,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,a2180eb9f,2,1,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,acffb9732,126,7,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,ad89c6e6c,1340,9,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,acffb9732,1268,15,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,a2180eb9f,408,3,0,,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,a3c210118,10,2,1,0,
pytorch,FBGEMM,2024-04-01,closed,CONTRIBUTOR,a2180eb9f,1355,11,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,a7e03469b,41,2,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,ad7aa5d4b,2,1,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,ae7a7efe1,4,1,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,a2180eb9f,158,12,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,ad89c6e6c,80,3,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,acde10e71,732,49,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,ac09922de,94,2,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,a2bd5ab79,12,1,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,a2180eb9f,488,6,0,,
pytorch,FBGEMM,2024-05-01,closed,CONTRIBUTOR,a2180eb9f,836,10,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,a2180eb9f,164,2,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,34,2,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,af188d2fd,5,1,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,461,20,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,a2180eb9f,52,1,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,26,4,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,5,1,0,,
pytorch,FBGEMM,2024-06-01,closed,NONE,a9d74ba53,2,1,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,94,8,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,a8c3be6c0,4,1,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,1857,28,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ac09922de,1706,10,0,,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ad89c6e6c,18,2,1,1,
pytorch,FBGEMM,2024-06-01,closed,CONTRIBUTOR,ac09922de,218,5,0,,
pytorch,FBGEMM,2024-06-01,open,CONTRIBUTOR,a2180eb9f,747,15,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,ac09922de,86,4,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,a492f8db4,61,1,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,a492f8db4,704,7,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,ad89c6e6c,12,5,0,,
pytorch,FBGEMM,2024-07-01,closed,NONE,a65da5604,225,1,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,ad89c6e6c,67,1,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,a2180eb9f,211,2,0,,
pytorch,FBGEMM,2024-07-01,closed,MEMBER,a5bfa44f7,26,1,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,ad89c6e6c,4,2,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,ad89c6e6c,306,8,0,,
pytorch,FBGEMM,2024-07-01,open,CONTRIBUTOR,a2180eb9f,34,2,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,a071ec64a,280,5,0,,
pytorch,FBGEMM,2024-07-01,closed,CONTRIBUTOR,a2180eb9f,145,7,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ad89c6e6c,240,7,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a06822a45,101,5,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ac09922de,1028,17,0,,
pytorch,FBGEMM,2024-08-01,open,NONE,a8d2c4ccb,3,1,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ab8bb0b78,405,8,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a3f07c168,11,1,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ad89c6e6c,229,8,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ad89c6e6c,386,10,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a2180eb9f,152,5,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a2180eb9f,146,2,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a071ec64a,408,8,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a071ec64a,503,9,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,a296ea91a,6,3,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ad89c6e6c,10,4,0,,
pytorch,FBGEMM,2024-08-01,closed,CONTRIBUTOR,ad89c6e6c,21,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad89c6e6c,68,3,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad7aa5d4b,39,2,0,,
pytorch,FBGEMM,2024-09-01,closed,NONE,a9d74ba53,11,5,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,acffb9732,1,1,0,,
pytorch,FBGEMM,2024-09-01,open,NONE,a945faa98,31,4,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ac09922de,10,3,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad89c6e6c,81,12,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,af36c674f,6,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad89c6e6c,434,4,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,a492f8db4,32,4,0,,
pytorch,FBGEMM,2024-09-01,open,CONTRIBUTOR,a57a410f6,25,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,acffb9732,80,3,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad89c6e6c,2,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,a5abe2163,24,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,a4c34f04c,27,5,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,acffb9732,79,3,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,a071ec64a,22,1,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,a2180eb9f,98,8,0,,
pytorch,FBGEMM,2024-09-01,closed,CONTRIBUTOR,ad7aa5d4b,36,1,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,acde10e71,22,3,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,a57a410f6,39,1,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,a81814959,4,1,0,,
pytorch,FBGEMM,2024-10-01,closed,NONE,a26dbcd86,2,1,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,ad89c6e6c,172,6,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,acffb9732,365,16,0,,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,a24a774ff,13,2,1,0,
pytorch,FBGEMM,2024-10-01,closed,CONTRIBUTOR,ad89c6e6c,620,1,0,,
pytorch,FBGEMM,2024-11-01,closed,CONTRIBUTOR,acde10e71,3,1,0,,
pytorch,FBGEMM,2024-11-01,closed,CONTRIBUTOR,ac09922de,2644,32,0,,
pytorch,FBGEMM,2024-11-01,closed,MEMBER,a3d55ec1a,469,6,0,,
pytorch,FBGEMM,2024-11-01,closed,CONTRIBUTOR,ad89c6e6c,130,6,0,,
pytorch,FBGEMM,2024-11-01,closed,CONTRIBUTOR,a296ea91a,105,1,0,,
