project,repo_name,month,prs_opened,prs_merged,share_merged,median_hours_to_merge,median_size_lines,active_authors
pantsbuild,pantsbuild.org,2026-04-01,6,4,0.667,13.5,182,4
pantsbuild,pantsbuild.org,2026-05-01,10,7,0.700,8,160,3
pantsbuild,pantsbuild.org,2026-06-01,3,1,0.333,114,9888,1
pantsbuild,pantsbuild.org,2026-07-01,9,9,1.000,1,216,5
pantsbuild,scie-pants,2023-08-01,23,17,0.739,18,16,4
pantsbuild,scie-pants,2023-09-01,28,26,0.929,26.5,8.5,5
pantsbuild,scie-pants,2023-10-01,17,12,0.706,85,8,2
pantsbuild,scie-pants,2023-11-01,12,7,0.583,66,6,2
pantsbuild,scie-pants,2023-12-01,9,5,0.556,918,16,3
pantsbuild,scie-pants,2024-01-01,9,3,0.333,108,29,3
pantsbuild,scie-pants,2024-02-01,12,9,0.750,59,15,2
pantsbuild,scie-pants,2024-03-01,13,8,0.615,87.5,13,2
pantsbuild,scie-pants,2024-04-01,8,6,0.750,43,21,2
pantsbuild,scie-pants,2024-05-01,5,5,1.000,5,6,1
pantsbuild,scie-pants,2024-06-01,8,0,0.000,,12,2
pantsbuild,scie-pants,2024-07-01,5,1,0.200,422,26,2
pantsbuild,scie-pants,2024-08-01,4,0,0.000,,28,1
pantsbuild,scie-pants,2024-11-01,6,4,0.667,108,59.5,2
pantsbuild,scie-pants,2024-12-01,12,6,0.500,22.5,8,2
pantsbuild,scie-pants,2025-01-01,5,3,0.600,46,26,1
pantsbuild,scie-pants,2025-04-01,2,0,0.000,,11,1
pantsbuild,scie-pants,2025-05-01,9,4,0.444,2.5,100,2
pantsbuild,scie-pants,2025-06-01,8,2,0.250,9.5,48,2
pantsbuild,scie-pants,2025-07-01,3,3,1.000,2,10,1
pantsbuild,scie-pants,2025-08-01,1,0,0.000,,323,1
pantsbuild,scie-pants,2025-09-01,2,0,0.000,,323,1
pantsbuild,scie-pants,2025-10-01,1,0,0.000,,13,1
pantsbuild,scie-pants,2025-11-01,5,3,0.600,153,12,3
pantsbuild,scie-pants,2025-12-01,4,0,0.000,,30,1
pantsbuild,scie-pants,2026-01-01,1,0,0.000,,74,1
pantsbuild,scie-pants,2026-02-01,4,3,0.750,475,76.5,2
pantsbuild,scie-pants,2026-03-01,12,7,0.583,2,18,4
pantsbuild,scie-pants,2026-04-01,9,5,0.556,8,50,2
pantsbuild,scie-pants,2026-05-01,3,1,0.333,0,32,2
pantsbuild,scie-pants,2026-06-01,4,0,0.000,,95,1
pantsbuild,scie-pants,2026-07-01,2,1,0.500,1132,127,2
pantsbuild,setup,2023-11-01,1,1,1.000,1,9,1
pantsbuild,setup,2023-12-01,1,1,1.000,167,28,1
pantsbuild,setup,2024-02-01,1,1,1.000,49,60,1
pantsbuild,setup,2024-04-01,1,1,1.000,5,2,1
pantsbuild,setup,2024-06-01,1,1,1.000,18,2,1
pantsbuild,setup,2026-04-01,1,0,0.000,,2,1
pantsbuild,v2.pantsbuild.org,2026-02-01,1,1,1.000,0,88864,1
pantsbuild,wheels.pantsbuild.org,2024-12-01,2,2,1.000,896.5,127,1
pantsbuild,wheels.pantsbuild.org,2025-02-01,3,3,1.000,2,25,2
pytorch,alerting-infra,2025-09-01,3,3,1.000,0,177,1
pytorch,alerting-infra,2025-10-01,1,1,1.000,1,52,1
pytorch,alerting-infra,2026-01-01,2,1,0.500,2,343,2
pytorch,alerting-infra,2026-02-01,3,0,0.000,,1052,1
pytorch,alerting-infra,2026-03-01,3,0,0.000,,550,1
pytorch,alerting-infra,2026-04-01,2,0,0.000,,1937,1
pytorch,alerting-infra,2026-06-01,3,2,0.667,10,149,3
pytorch,annex,2026-04-01,2,0,0.000,,55.5,1
pytorch,annex,2026-07-01,1,0,0.000,,10,1
pytorch,ao,2023-11-01,16,12,0.750,16,206.5,3
pytorch,ao,2023-12-01,9,6,0.667,72.5,37,4
pytorch,ao,2024-01-01,4,4,1.000,0,2,2
pytorch,ao,2024-02-01,5,5,1.000,115,427,4
pytorch,ao,2024-03-01,58,39,0.672,3,73.5,11
pytorch,ao,2024-04-01,80,58,0.725,4,52.5,16
pytorch,ao,2024-05-01,84,70,0.833,10.5,48,24
pytorch,ao,2024-06-01,124,94,0.758,4,35.5,30
pytorch,ao,2024-07-01,84,63,0.750,14,57.5,19
pytorch,ao,2024-08-01,152,120,0.789,12,85,31
pytorch,ao,2024-09-01,147,106,0.721,16,65,38
pytorch,ao,2024-10-01,161,123,0.764,14,65,44
pytorch,ao,2024-11-01,123,88,0.715,15,45,40
pytorch,ao,2024-12-01,74,60,0.811,17,86.5,21
pytorch,ao,2025-01-01,149,112,0.752,32,105,30
pytorch,ao,2025-02-01,117,92,0.786,19.5,59,32
pytorch,ao,2025-03-01,153,108,0.706,24,58,26
pytorch,ao,2025-04-01,143,107,0.748,6,167,30
pytorch,ao,2025-05-01,110,81,0.736,22,41,34
pytorch,ao,2025-06-01,149,101,0.678,26,68,42
pytorch,ao,2025-07-01,165,116,0.703,22.5,77,43
pytorch,ao,2025-08-01,226,176,0.779,31,103,37
pytorch,ao,2025-09-01,159,131,0.824,26,80,29
pytorch,ao,2025-10-01,141,116,0.823,19.5,50,32
pytorch,ao,2025-11-01,102,81,0.794,72,60.5,27
pytorch,ao,2025-12-01,132,90,0.682,40.5,77.5,30
pytorch,ao,2026-01-01,180,138,0.767,23,60.5,40
pytorch,ao,2026-02-01,156,95,0.609,34,134,42
pytorch,ao,2026-03-01,209,128,0.612,29.5,52,53
pytorch,ao,2026-04-01,129,86,0.667,45.5,102,51
pytorch,ao,2026-05-01,83,49,0.590,58,43,31
pytorch,ao,2026-06-01,80,26,0.325,98.5,40,43
pytorch,ao,2026-07-01,91,38,0.418,38,47,38
pytorch,audio,2023-08-01,54,4,0.074,1,19,12
pytorch,audio,2023-09-01,25,19,0.760,12,22,6
pytorch,audio,2023-10-01,49,43,0.878,3,56,9
pytorch,audio,2023-11-01,12,9,0.750,3,4,4
pytorch,audio,2024-01-01,10,8,0.800,13,22,6
pytorch,audio,2024-02-01,8,6,0.750,0,12,5
pytorch,audio,2024-03-01,11,5,0.455,112,4,9
pytorch,audio,2024-04-01,7,3,0.429,0,8,3
pytorch,audio,2024-05-01,7,4,0.571,10,18,5
pytorch,audio,2024-06-01,5,3,0.600,1,40,4
pytorch,audio,2024-07-01,7,2,0.286,73,8,5
pytorch,audio,2024-08-01,1,1,1.000,3,2,1
pytorch,audio,2024-09-01,5,3,0.600,96,4,4
pytorch,audio,2024-10-01,13,6,0.462,11,5,11
pytorch,audio,2024-11-01,3,1,0.333,68,2,2
pytorch,audio,2024-12-01,6,5,0.833,3,2,2
pytorch,audio,2025-01-01,5,3,0.600,0,8,4
pytorch,audio,2025-02-01,7,3,0.429,12,6,7
pytorch,audio,2025-03-01,3,3,1.000,92,78,2
pytorch,audio,2025-04-01,2,1,0.500,1,6,2
pytorch,audio,2025-05-01,13,7,0.538,4,2,10
pytorch,audio,2025-06-01,30,18,0.600,4,28.5,7
pytorch,audio,2025-07-01,51,34,0.667,19,104,5
pytorch,audio,2025-08-01,62,40,0.645,83.5,51.5,12
pytorch,audio,2025-09-01,33,25,0.758,16,35,6
pytorch,audio,2025-10-01,7,5,0.714,1,2,7
pytorch,audio,2025-11-01,11,8,0.727,55.5,16,4
pytorch,audio,2025-12-01,19,19,1.000,9,46,5
pytorch,audio,2026-01-01,8,6,0.750,11.5,6,6
pytorch,audio,2026-02-01,8,2,0.250,6,16,7
pytorch,audio,2026-03-01,2,1,0.500,24,12.5,2
pytorch,audio,2026-04-01,4,0,0.000,,17,4
pytorch,audio,2026-05-01,5,0,0.000,,2,4
pytorch,audio,2026-06-01,4,0,0.000,,32,3
pytorch,audio,2026-07-01,6,1,0.167,46,71,6
pytorch,benchmark,2023-08-01,26,0,0.000,,11.5,9
pytorch,benchmark,2023-09-01,45,0,0.000,,10,13
pytorch,benchmark,2023-10-01,29,1,0.034,1,12,11
pytorch,benchmark,2023-11-01,20,2,0.100,0,7.5,9
pytorch,benchmark,2023-12-01,19,2,0.105,0,18,8
pytorch,benchmark,2024-01-01,28,4,0.143,0,19.5,10
pytorch,benchmark,2024-02-01,17,0,0.000,,46,7
pytorch,benchmark,2024-03-01,22,1,0.045,0,22,11
pytorch,benchmark,2024-04-01,22,0,0.000,,21,11
pytorch,benchmark,2024-05-01,18,1,0.056,0,28.5,9
pytorch,benchmark,2024-06-01,55,1,0.018,0,40,14
pytorch,benchmark,2024-07-01,46,1,0.022,0,38.5,13
pytorch,benchmark,2024-08-01,32,2,0.063,0,11,13
pytorch,benchmark,2024-09-01,19,0,0.000,,11,11
pytorch,benchmark,2024-10-01,36,0,0.000,,27,14
pytorch,benchmark,2024-11-01,18,0,0.000,,19,10
pytorch,benchmark,2024-12-01,9,0,0.000,,28,6
pytorch,benchmark,2025-01-01,16,1,0.063,38,12,9
pytorch,benchmark,2025-02-01,6,0,0.000,,21.5,6
pytorch,benchmark,2025-03-01,10,0,0.000,,16,8
pytorch,benchmark,2025-04-01,6,0,0.000,,4,6
pytorch,benchmark,2025-05-01,8,0,0.000,,6,8
pytorch,benchmark,2025-07-01,5,0,0.000,,19,5
pytorch,benchmark,2025-08-01,12,0,0.000,,28,4
pytorch,benchmark,2025-09-01,7,0,0.000,,4,6
pytorch,benchmark,2025-10-01,4,0,0.000,,4,3
pytorch,benchmark,2025-11-01,5,0,0.000,,7,4
pytorch,benchmark,2025-12-01,2,0,0.000,,699.5,2
pytorch,benchmark,2026-01-01,3,0,0.000,,3,3
pytorch,benchmark,2026-02-01,4,0,0.000,,2,2
pytorch,benchmark,2026-03-01,6,0,0.000,,2.5,5
pytorch,benchmark,2026-04-01,9,0,0.000,,2,4
pytorch,benchmark,2026-05-01,5,0,0.000,,8,4
pytorch,benchmark,2026-06-01,4,0,0.000,,24.5,3
pytorch,benchmark,2026-07-01,1,0,0.000,,3,1
pytorch,builder,2023-08-01,47,42,0.894,0,4,7
pytorch,builder,2023-09-01,39,32,0.821,0,5,13
pytorch,builder,2023-10-01,16,12,0.750,0,5,7
pytorch,builder,2023-11-01,52,45,0.865,0,10.5,7
pytorch,builder,2023-12-01,34,31,0.912,0,7,5
pytorch,builder,2024-01-01,30,25,0.833,1,16,9
pytorch,builder,2024-02-01,17,16,0.941,4,12,5
pytorch,builder,2024-03-01,45,30,0.667,1,16,11
pytorch,builder,2024-04-01,39,30,0.769,18,32,12
pytorch,builder,2024-05-01,39,33,0.846,1,11,7
pytorch,builder,2024-06-01,44,38,0.864,0,8.5,10
pytorch,builder,2024-07-01,44,36,0.818,1,13.5,12
pytorch,builder,2024-08-01,25,23,0.920,1,14,7
pytorch,builder,2024-09-01,22,20,0.909,1,6,6
pytorch,builder,2024-10-01,27,22,0.815,2,11,12
pytorch,builder,2024-11-01,17,15,0.882,1,50,8
pytorch,builder,2024-12-01,9,8,0.889,0,398,1
pytorch,builder,2025-01-01,2,2,1.000,280.5,199.5,2
pytorch,builder,2025-03-01,1,0,0.000,,15,1
pytorch,builder,2025-04-01,1,1,1.000,293,97,1
pytorch,builder,2025-06-01,1,0,0.000,,543,1
pytorch,builder,2025-08-01,1,1,1.000,1,4,1
pytorch,ci-infra,2023-08-01,1,1,1.000,191,330,1
pytorch,ci-infra,2023-09-01,1,0,0.000,,172,1
pytorch,ci-infra,2024-01-01,9,3,0.333,3,880,3
pytorch,ci-infra,2024-02-01,34,24,0.706,13,35,5
pytorch,ci-infra,2024-03-01,38,29,0.763,1,26,4
pytorch,ci-infra,2024-04-01,44,36,0.818,1,14,5
pytorch,ci-infra,2024-05-01,28,23,0.821,1,19.5,5
pytorch,ci-infra,2024-06-01,19,18,0.947,1,11,3
pytorch,ci-infra,2024-07-01,8,8,1.000,11.5,2,2
pytorch,ci-infra,2024-08-01,6,6,1.000,33.5,2,3
pytorch,ci-infra,2024-09-01,7,6,0.857,22.5,4,2
pytorch,ci-infra,2024-10-01,9,8,0.889,20,4,3
pytorch,ci-infra,2024-11-01,16,14,0.875,6.5,3,4
pytorch,ci-infra,2024-12-01,9,7,0.778,2,2,5
pytorch,ci-infra,2025-01-01,1,1,1.000,0,4,1
pytorch,ci-infra,2025-02-01,5,5,1.000,7,2,3
pytorch,ci-infra,2025-03-01,3,3,1.000,0,5,1
pytorch,ci-infra,2025-04-01,3,1,0.333,6,2,3
pytorch,ci-infra,2025-05-01,2,2,1.000,35.5,2,2
pytorch,ci-infra,2025-06-01,12,12,1.000,24,4,4
pytorch,ci-infra,2025-07-01,8,8,1.000,0,2,3
pytorch,ci-infra,2025-08-01,6,6,1.000,0,2,2
pytorch,ci-infra,2025-09-01,18,16,0.889,5.5,83,4
pytorch,ci-infra,2025-11-01,2,2,1.000,1562.5,9.5,1
pytorch,ci-infra,2026-01-01,2,2,1.000,0.5,2,1
pytorch,ci-infra,2026-02-01,3,3,1.000,118,4,2
pytorch,ci-infra,2026-03-01,30,23,0.767,15,675,8
pytorch,ci-infra,2026-04-01,112,79,0.705,10,62,10
pytorch,ci-infra,2026-05-01,124,85,0.685,4,105.5,10
pytorch,ci-infra,2026-06-01,150,110,0.733,16,86.5,9
pytorch,ci-infra,2026-07-01,71,60,0.845,7.5,57,8
pytorch,cpuinfo,2023-08-01,18,16,0.889,0,11,6
pytorch,cpuinfo,2023-10-01,1,1,1.000,199,71,1
pytorch,cpuinfo,2023-11-01,12,8,0.667,93.5,16,5
pytorch,cpuinfo,2023-12-01,2,2,1.000,342,45,2
pytorch,cpuinfo,2024-01-01,7,5,0.714,267,21,3
pytorch,cpuinfo,2024-02-01,4,1,0.250,62,2,2
pytorch,cpuinfo,2024-03-01,5,3,0.600,119,64,4
pytorch,cpuinfo,2024-04-01,6,2,0.333,997,333,3
pytorch,cpuinfo,2024-05-01,3,1,0.333,7261,30,3
pytorch,cpuinfo,2024-06-01,1,1,1.000,1598,56,1
pytorch,cpuinfo,2024-07-01,2,1,0.500,6,44,1
pytorch,cpuinfo,2024-08-01,3,3,1.000,77,32,3
pytorch,cpuinfo,2024-09-01,5,2,0.400,87.5,7,5
pytorch,cpuinfo,2024-10-01,2,2,1.000,27.5,84,2
pytorch,cpuinfo,2024-11-01,2,1,0.500,14,910,2
pytorch,cpuinfo,2024-12-01,2,2,1.000,409,12,2
pytorch,cpuinfo,2025-01-01,5,3,0.600,1208,5,5
pytorch,cpuinfo,2025-02-01,2,1,0.500,173,1155.5,2
pytorch,cpuinfo,2025-03-01,7,4,0.571,734,8,3
pytorch,cpuinfo,2025-04-01,1,0,0.000,,10,1
pytorch,cpuinfo,2025-05-01,8,8,1.000,162,7,5
pytorch,cpuinfo,2025-06-01,6,4,0.667,83,20,5
pytorch,cpuinfo,2025-07-01,3,3,1.000,2896,13,2
pytorch,cpuinfo,2025-08-01,11,4,0.364,1970.5,12,8
pytorch,cpuinfo,2025-09-01,1,1,1.000,24,2,1
pytorch,cpuinfo,2025-10-01,4,3,0.750,500,33,3
pytorch,cpuinfo,2025-11-01,11,8,0.727,31,10,7
pytorch,cpuinfo,2025-12-01,10,8,0.800,51,11,4
pytorch,cpuinfo,2026-01-01,4,4,1.000,45.5,24.5,1
pytorch,cpuinfo,2026-02-01,3,3,1.000,841,9,3
pytorch,cpuinfo,2026-03-01,1,1,1.000,1015,77,1
pytorch,cpuinfo,2026-04-01,9,6,0.667,285,46,4
pytorch,cpuinfo,2026-05-01,5,3,0.600,782,26,4
pytorch,cpuinfo,2026-06-01,6,2,0.333,166.5,19.5,6
pytorch,cpuinfo,2026-07-01,24,11,0.458,24,18.5,6
pytorch,crcr-test,2026-05-01,4,2,0.500,21.5,55.5,3
pytorch,crcr-test,2026-06-01,1,1,1.000,216,1535,1
pytorch,crcr-test,2026-07-01,8,8,1.000,1,104.5,4
pytorch,devlogs,2026-05-01,16,14,0.875,4,48,10
pytorch,devlogs,2026-06-01,5,5,1.000,0,120,2
pytorch,devlogs,2026-07-01,5,5,1.000,10,304,5
pytorch,docs,2024-04-01,5,0,0.000,,2270,1
pytorch,docs,2024-07-01,2,2,1.000,43,1057,1
pytorch,docs,2024-08-01,1,1,1.000,24,4,1
pytorch,docs,2024-09-01,4,3,0.750,1,17707,3
pytorch,docs,2024-10-01,4,4,1.000,34,8,1
pytorch,docs,2024-12-01,1,1,1.000,1,3,1
pytorch,docs,2025-01-01,2,2,1.000,44,1088,1
pytorch,docs,2025-03-01,3,3,1.000,42,4,2
pytorch,docs,2025-04-01,2,2,1.000,44,1099,1
pytorch,docs,2025-05-01,4,3,0.750,1,548,2
pytorch,docs,2025-07-01,3,1,0.333,139,6,2
pytorch,docs,2025-08-01,9,8,0.889,0,2,2
pytorch,docs,2025-09-01,8,6,0.750,1.5,19.5,2
pytorch,docs,2025-10-01,3,3,1.000,46,18,1
pytorch,docs,2025-11-01,2,2,1.000,0,8139,1
pytorch,docs,2025-12-01,3,2,0.667,1.5,4,2
pytorch,docs,2026-01-01,6,6,1.000,11,17.5,3
pytorch,docs,2026-02-01,2,2,1.000,2,10.5,2
pytorch,docs,2026-03-01,6,5,0.833,314,22.5,3
pytorch,docs,2026-04-01,11,10,0.909,1,43,5
pytorch,docs,2026-05-01,7,7,1.000,22,58,1
pytorch,docs,2026-07-01,3,3,1.000,1,3127,1
pytorch,examples,2023-08-01,3,1,0.333,63,3,3
pytorch,examples,2023-09-01,1,0,0.000,,91,1
pytorch,examples,2023-10-01,2,1,0.500,70,5.5,2
pytorch,examples,2023-11-01,3,3,1.000,444,20,3
pytorch,examples,2023-12-01,5,4,0.800,288.5,6,4
pytorch,examples,2024-01-01,13,11,0.846,6,14,5
pytorch,examples,2024-02-01,5,3,0.600,38,9,5
pytorch,examples,2024-03-01,3,1,0.333,212,609,3
pytorch,examples,2024-04-01,7,4,0.571,53,129,6
pytorch,examples,2024-05-01,10,5,0.500,17,4.5,7
pytorch,examples,2024-06-01,5,3,0.600,0,3,3
pytorch,examples,2024-07-01,4,1,0.250,8497,177.5,3
pytorch,examples,2024-08-01,3,1,0.333,8815,232,2
pytorch,examples,2024-09-01,6,2,0.333,74,82.5,5
pytorch,examples,2024-10-01,5,2,0.400,3819.5,16,5
pytorch,examples,2024-11-01,2,1,0.500,4,86,2
pytorch,examples,2024-12-01,3,1,0.333,4673,69,3
pytorch,examples,2025-01-01,3,0,0.000,,14,3
pytorch,examples,2025-02-01,6,1,0.167,1217,23.5,4
pytorch,examples,2025-03-01,4,0,0.000,,39,4
pytorch,examples,2025-04-01,10,7,0.700,23,49.5,7
pytorch,examples,2025-05-01,14,11,0.786,573,62.5,7
pytorch,examples,2025-06-01,7,7,1.000,16,38,7
pytorch,examples,2025-07-01,14,11,0.786,47,30.5,7
pytorch,examples,2025-08-01,12,7,0.583,1,18,6
pytorch,examples,2025-09-01,3,0,0.000,,4,3
pytorch,examples,2025-10-01,1,0,0.000,,15,1
pytorch,examples,2025-12-01,5,0,0.000,,26,3
pytorch,examples,2026-01-01,1,0,0.000,,25,1
pytorch,examples,2026-03-01,5,0,0.000,,105,2
pytorch,examples,2026-04-01,3,0,0.000,,8,3
pytorch,examples,2026-05-01,3,0,0.000,,18,2
pytorch,executorch,2023-08-01,164,3,0.018,0,69,25
pytorch,executorch,2023-09-01,357,1,0.003,0,51,41
pytorch,executorch,2023-10-01,534,33,0.062,1,32,47
pytorch,executorch,2023-11-01,173,1,0.006,0,33,41
pytorch,executorch,2023-12-01,154,0,0.000,,68.5,37
pytorch,executorch,2024-01-01,273,0,0.000,,52,42
pytorch,executorch,2024-02-01,377,3,0.008,120,61,49
pytorch,executorch,2024-03-01,565,6,0.011,8,41,65
pytorch,executorch,2024-04-01,617,107,0.173,4,30,70
pytorch,executorch,2024-05-01,290,10,0.034,49.5,39.5,66
pytorch,executorch,2024-06-01,254,25,0.098,1,34.5,56
pytorch,executorch,2024-07-01,378,44,0.116,8,50,64
pytorch,executorch,2024-08-01,484,345,0.713,26,64,73
pytorch,executorch,2024-09-01,712,202,0.284,6,44,80
pytorch,executorch,2024-10-01,764,283,0.370,9,30.5,87
pytorch,executorch,2024-11-01,461,353,0.766,15,39,84
pytorch,executorch,2024-12-01,281,211,0.751,27,33,71
pytorch,executorch,2025-01-01,561,466,0.831,22,30,74
pytorch,executorch,2025-02-01,525,429,0.817,16,44,89
pytorch,executorch,2025-03-01,744,631,0.848,15,41,92
pytorch,executorch,2025-04-01,690,585,0.848,9,33.5,96
pytorch,executorch,2025-05-01,576,486,0.844,17,41,92
pytorch,executorch,2025-06-01,682,525,0.770,15,102,88
pytorch,executorch,2025-07-01,754,620,0.822,24,53,100
pytorch,executorch,2025-08-01,661,521,0.788,27,75,90
pytorch,executorch,2025-09-01,776,656,0.845,23,70,91
pytorch,executorch,2025-10-01,712,598,0.840,19,52,86
pytorch,executorch,2025-11-01,452,365,0.808,28,58,87
pytorch,executorch,2025-12-01,325,252,0.775,25,64,83
pytorch,executorch,2026-01-01,581,438,0.754,20,99,82
pytorch,executorch,2026-02-01,614,465,0.757,20,100,92
pytorch,executorch,2026-03-01,785,546,0.696,20,111,112
pytorch,executorch,2026-04-01,541,377,0.697,46,84,121
pytorch,executorch,2026-05-01,602,445,0.739,21,66,110
pytorch,executorch,2026-06-01,682,512,0.751,26,172.5,101
pytorch,executorch,2026-07-01,867,742,0.856,23,265,89
pytorch,expecttest,2023-12-01,7,6,0.857,1.5,8,2
pytorch,expecttest,2024-01-01,1,1,1.000,8,276,1
pytorch,expecttest,2024-05-01,2,2,1.000,7.5,16.5,1
pytorch,expecttest,2024-08-01,2,2,1.000,25,55.5,1
pytorch,expecttest,2024-12-01,1,1,1.000,83,310,1
pytorch,expecttest,2025-04-01,1,1,1.000,1030,53,1
pytorch,expecttest,2025-06-01,6,2,0.333,41,30.5,2
pytorch,extension-cpp,2024-04-01,6,3,0.500,334,115,2
pytorch,extension-cpp,2024-05-01,2,2,1.000,62,751,1
pytorch,extension-cpp,2024-06-01,1,1,1.000,2,4,1
pytorch,extension-cpp,2024-08-01,1,1,1.000,8052,2,1
pytorch,extension-cpp,2024-09-01,2,0,0.000,,20.5,2
pytorch,extension-cpp,2025-01-01,5,5,1.000,0,7,1
pytorch,extension-cpp,2025-02-01,1,0,0.000,,2,1
pytorch,extension-cpp,2025-06-01,2,1,0.500,91,172.5,1
pytorch,extension-cpp,2025-07-01,4,2,0.500,3,11,4
pytorch,extension-cpp,2025-12-01,2,1,0.500,690,321.5,2
pytorch,extension-cpp,2026-04-01,1,0,0.000,,2,1
pytorch,extension-cpp,2026-05-01,1,0,0.000,,16,1
pytorch,FBGEMM,2023-08-01,76,0,0.000,,32,29
pytorch,FBGEMM,2023-09-01,66,0,0.000,,38.5,19
pytorch,FBGEMM,2023-10-01,47,0,0.000,,90,16
pytorch,FBGEMM,2023-11-01,78,0,0.000,,36.5,24
pytorch,FBGEMM,2023-12-01,52,0,0.000,,71,17
pytorch,FBGEMM,2024-01-01,61,0,0.000,,47,19
pytorch,FBGEMM,2024-02-01,68,0,0.000,,66,27
pytorch,FBGEMM,2024-03-01,94,0,0.000,,85.5,26
pytorch,FBGEMM,2024-04-01,79,0,0.000,,44,24
pytorch,FBGEMM,2024-05-01,109,0,0.000,,60,34
pytorch,FBGEMM,2024-06-01,130,0,0.000,,51,40
pytorch,FBGEMM,2024-07-01,120,0,0.000,,72,31
pytorch,FBGEMM,2024-08-01,128,0,0.000,,84,32
pytorch,FBGEMM,2024-09-01,133,0,0.000,,54,34
pytorch,FBGEMM,2024-10-01,107,0,0.000,,60,38
pytorch,FBGEMM,2024-11-01,114,0,0.000,,69,36
pytorch,FBGEMM,2024-12-01,106,0,0.000,,78,35
pytorch,FBGEMM,2025-01-01,112,0,0.000,,90.5,33
pytorch,FBGEMM,2025-02-01,99,0,0.000,,104,28
pytorch,FBGEMM,2025-03-01,148,2,0.014,26,63.5,38
pytorch,FBGEMM,2025-04-01,153,0,0.000,,75,36
pytorch,FBGEMM,2025-05-01,162,0,0.000,,92,39
pytorch,FBGEMM,2025-06-01,186,0,0.000,,84,52
pytorch,FBGEMM,2025-07-01,200,0,0.000,,92.5,43
pytorch,FBGEMM,2025-08-01,171,0,0.000,,64,45
pytorch,FBGEMM,2025-09-01,153,0,0.000,,69,44
pytorch,FBGEMM,2025-10-01,114,3,0.026,0,60,45
pytorch,FBGEMM,2025-11-01,94,0,0.000,,44.5,38
pytorch,FBGEMM,2025-12-01,104,0,0.000,,94.5,33
pytorch,FBGEMM,2026-01-01,78,0,0.000,,74.5,20
pytorch,FBGEMM,2026-02-01,80,0,0.000,,105,25
pytorch,FBGEMM,2026-03-01,120,0,0.000,,86.5,29
pytorch,FBGEMM,2026-04-01,155,0,0.000,,74,29
pytorch,FBGEMM,2026-05-01,83,0,0.000,,70,25
pytorch,FBGEMM,2026-06-01,163,0,0.000,,85,24
pytorch,FBGEMM,2026-07-01,129,0,0.000,,95,25
pytorch,functorch,2025-04-01,2,2,1.000,1,28.5,1
pytorch,gloo,2023-08-01,1,0,0.000,,2,1
pytorch,gloo,2023-09-01,1,0,0.000,,14,1
pytorch,gloo,2023-10-01,5,0,0.000,,11,5
pytorch,gloo,2023-11-01,1,0,0.000,,12,1
pytorch,gloo,2023-12-01,1,0,0.000,,12,1
pytorch,gloo,2024-01-01,4,0,0.000,,5.5,3
pytorch,gloo,2024-03-01,1,0,0.000,,7,1
pytorch,gloo,2024-05-01,1,0,0.000,,80,1
pytorch,gloo,2024-09-01,2,0,0.000,,88.5,2
pytorch,gloo,2024-10-01,5,0,0.000,,27,2
pytorch,gloo,2024-11-01,4,1,0.250,322,86.5,2
pytorch,gloo,2024-12-01,3,1,0.333,1195,6,2
pytorch,gloo,2025-01-01,1,1,1.000,9,356,1
pytorch,gloo,2025-02-01,9,4,0.444,3.5,102,4
pytorch,gloo,2025-03-01,10,10,1.000,47,113.5,5
pytorch,gloo,2025-04-01,9,6,0.667,1.5,17,4
pytorch,gloo,2025-05-01,10,9,0.900,13,16,5
pytorch,gloo,2025-06-01,5,3,0.600,147,3,5
pytorch,gloo,2025-07-01,3,3,1.000,115,5,3
pytorch,gloo,2025-08-01,2,1,0.500,339,7.5,2
pytorch,gloo,2025-09-01,3,2,0.667,472,70,2
pytorch,gloo,2025-10-01,4,3,0.750,156,33,2
pytorch,gloo,2025-11-01,1,1,1.000,14,8,1
pytorch,gloo,2025-12-01,2,0,0.000,,185.5,1
pytorch,gloo,2026-01-01,7,5,0.714,16,33,6
pytorch,gloo,2026-02-01,6,4,0.667,6.5,40,4
pytorch,gloo,2026-03-01,9,3,0.333,46,9,8
pytorch,gloo,2026-04-01,4,2,0.500,1256.5,17.5,4
pytorch,gloo,2026-05-01,1,0,0.000,,4,1
pytorch,gloo,2026-06-01,9,5,0.556,19,133,4
pytorch,gloo,2026-07-01,1,0,0.000,,2,1
pytorch,glow,2023-08-01,14,0,0.000,,27,5
pytorch,glow,2023-09-01,12,0,0.000,,26.5,10
pytorch,glow,2023-10-01,7,0,0.000,,5,6
pytorch,glow,2023-11-01,1,0,0.000,,9,1
pytorch,glow,2023-12-01,1,0,0.000,,276,1
pytorch,glow,2024-01-01,2,0,0.000,,3,1
pytorch,glow,2024-02-01,6,0,0.000,,2.5,5
pytorch,glow,2024-03-01,11,0,0.000,,7,5
pytorch,glow,2024-04-01,7,0,0.000,,6,4
pytorch,glow,2024-05-01,7,0,0.000,,3,1
pytorch,helion,2025-04-01,15,13,0.867,1,40,2
pytorch,helion,2025-05-01,81,65,0.802,2,83,10
pytorch,helion,2025-06-01,96,85,0.885,12,76.5,10
pytorch,helion,2025-07-01,166,122,0.735,9.5,109,8
pytorch,helion,2025-08-01,84,67,0.798,19,54,13
pytorch,helion,2025-09-01,177,153,0.864,3,23,14
pytorch,helion,2025-10-01,281,246,0.875,2,30,25
